message_id_new,user_id,task0,task1,task2,meta_fileURI,output0,output1,output2
4e48453c-276e-49cf-89fc-ac9e72f1667f,3cd02578-e13d-47b8-8e7e-75c252e6f34f,E,Valid,Other,s3://beyond-reports-bucket-prod/3cd02578-e13d-47b8-8e7e-75c252e6f34f/a3f51552-1063-41f5-804c-441d3e33fd8e.jpg,E,"adidas 51 3 carteel
311541
-
Mfg Lic. No. KD-322
Manifectured in India by
1250mg
Healthy Life Pharma Pvt. Ltd.
Factory N-31/1  M.I.D.C. Tarapur 
Boisar 401 506 Dist: Paighar 
500mg
PMB Drug code 220
250 LU
OS
-
IF
are
tay the physician
The
temperature
(01)
Pharmaceuticals and Medical
devices Bureau of India (PMB)
<<<
20
of
reached
children
8th Floor  Block E-1
diamins
adidas
70
Calcium And Vitamin D3 Tablets IP
eus facildict st 3 cactor
311591
Mfg Lic. No.:KD
and
stated
Mandadured in india
Carborate IP
Healthy Life Pharms Pvt. Ltd.
Equivalent to
Factory N-31/1 MADE Tarapur
Emperial Calcum
Boisar - 401 506 
500mg
PM Dugcade 220
DOUP
2501A
Manufactured for
Q.S
","{{MEDICALLY_RELEVANT}}
Heading: Medicine or health product label

Calcium And Vitamin D3 Tablets IP
Mfg Lic. No. KD-322
Manufactured in India by
Healthy Life Pharma Pvt. Ltd.
Factory N-31/1  M.I.D.C. Tarapur 
Boisar 401 506 Dist: Palghar 
PMB Drug code 220
Equivalent to Emperial Calcium
500mg
250 LU
Pharmaceuticals and Medical
devices Bureau of India (PMB)
"
6447a59b-1594-4344-96ce-5225de2f0f56,f53c052d-cadd-4824-a254-4f3243ecf47b,E,Invalid,-,s3://beyond-reports-bucket-prod/f53c052d-cadd-4824-a254-4f3243ecf47b/cb71b88e-c4d9-48fa-8619-b6c21ee5b77b.jpg,E,"I walked 342 km (461 343 steps) in Jun  2024. That's
like completing 8 full Marathons!
","{{INVALID}}
"
6448a06e-d624-426b-ac75-d5628d87040b,89fb94f7-88ae-4e49-b2e5-00dd595a994e,E,Valid,Other,s3://beyond-reports-bucket-prod/89fb94f7-88ae-4e49-b2e5-00dd595a994e/e7459881-93a6-40ee-b76e-008c9eeb2ba1.jpg,E,"Berani Perkasa
Bersponsor
EROJAN
Tongkat Ali
Tribulus Terrestris
Meningkatkan kekuatan
Melancarkan
& daya tahan otot
sirkulasi darah
Maca
Cucusta Chinensis
Meningkatkan
Melindungi sel hati
tenaga
dari oksidasi
Butea Superba
Horny Goat Weed
Meningkatkan kekuatan
Menghilangkan kelelahan dan
dan kepadatan tulang
meningkatkan daya tahan tubuh
Semua bahan EROJAN alami ampuh
meningkatkan testosteron pria
PELAJARI SELENGKAPN 11/1
(T)
(is
#
DAN AMAN
DALAM
MENINGKATKAN
","{{MEDICALLY_RELEVANT}}
Heading: Medicine or health product label

The provided raw text appears to be a label or advertisement for a health product called ""EROJAN"" that contains the following natural ingredients:

- Tongkat Ali
- Tribulus Terrestris
- Maca
- Cucusta Chinensis
- Butea Superba
- Horny Goat Weed

The product claims to have the following benefits:

- Increasing strength and muscle endurance
- Improving blood circulation
- Protecting liver cells from oxidation
- Increasing bone strength and density
- Reducing fatigue and boosting overall body resistance
- Increasing male testosterone levels

The text also states that all the ingredients in EROJAN are natural and effective.
"
76805881-d8b1-4273-b807-10ff436d6d2a,13e7f455-d08d-44db-9592-3361c3454661,E,Invalid,-,s3://beyond-reports-bucket-prod/13e7f455-d08d-44db-9592-3361c3454661/386da272-bcab-4f89-b4c8-023c85f700f1.jpg,E,"ShareChat
@Devarajan. S
Star Health Devarajan
DOCTOR'S DAY
When there are Tears 
Doctors are a Shoulder
When there is Pain 
Doctors are a Medicine
When there is a Tragedy 
Doctors are a Hope
","{{INVALID}}

The provided raw text does not contain any medically relevant information. It appears to be a social media post or greeting related to Doctor's Day. This text does not fall under any of the specified response categories for lab reports  prescriptions  or other medically relevant documents.
"
7ba120dd-6e22-49d3-afd9-84f15fc5bc41,5e729191-88d1-4767-80a3-70961321d1bc,E,Invalid,-,s3://beyond-reports-bucket-prod/5e729191-88d1-4767-80a3-70961321d1bc/f9620214-9bdc-451e-af93-01b6c3721084.jpg,E,"01
e
33 GTH:
quigled
3114 AGA FORET
¹
ashok Pardeshi
","{{INVALID}}
"
7d959153-981b-44de-b733-dcf9e933168e,5e729191-88d1-4767-80a3-70961321d1bc,E,Invalid,-,s3://beyond-reports-bucket-prod/5e729191-88d1-4767-80a3-70961321d1bc/2651b967-7035-4f7d-9b3b-4004ab905cff.jpg,E,"e I e e e e
get HEAT To
Good Morning
ashok Pardeshi
","{{INVALID}}
"
818685c1-e353-49a8-baab-880962769502,33542238-0efb-49ab-8702-1cb3675faaa5,E,Invalid,-,s3://beyond-reports-bucket-prod/33542238-0efb-49ab-8702-1cb3675faaa5/7c615a47-cd83-4c8b-b76e-1e6657f7bf26.jpg,E,"C& Para
","{{INVALID}}
"
879788d2-5019-49db-992c-acf2122a3594,e2f8f9b6-e802-4cea-ab7c-32c43e53c6e1,E,Valid,Other,s3://beyond-reports-bucket-prod/e2f8f9b6-e802-4cea-ab7c-32c43e53c6e1/4baa2ac0-26c3-4c4d-8853-2ce3866255c6.jpg,E,"1528
PESPF0152B
B. No.: GTE0708A M.R.P.Rs.163.00
Mfg  Dt.:03/2023 (Incl. of all taxes)
Exp.Dt:0272025 per 15 Tablets
a
","{{MEDICALLY_RELEVANT}}
Heading: Medicine or health product label
This appears to be a label for a medical product or supplement. The key details are:
- Product code: PESPF0152B
- Batch number: GTE0708A
- M.R.P. (Maximum Retail Price): Rs.163.00 (inclusive of all taxes)
- Manufacturing date: 03/2023
- Expiry date: 02/2025
- Quantity: per 15 Tablets
"
87ec8d23-b4ee-47ce-a261-bd0b8c08fc3b,b6b7b0b4-726f-4b30-b3ee-077dbbbc0743,E,Invalid,-,s3://beyond-reports-bucket-prod/b6b7b0b4-726f-4b30-b3ee-077dbbbc0743/3f3297a5-0b21-4bb5-b8b9-f2045921d6e5.jpg,E,"R
Chamosakt
-
","{{INVALID}}
"
891363f6-2ade-412f-b524-45e558791959,3a9ad888-a9ee-4056-9de1-5d2a8bd10272,E,Valid,Other,s3://beyond-reports-bucket-prod/3a9ad888-a9ee-4056-9de1-5d2a8bd10272/3032eae6-e3c9-43ef-8218-60ba41355b4e.jpg,E,"Detinzine Hydrochloride
Tablet sald selaput 10 mg
SAMPHARINDO PERDANA
Semarang find onesta
Cetirizine Hydrochloride
Tablet salta telaput 10 mg
SAMPRARINDO PERDANA
Semarahol TM
","{{MEDICALLY_RELEVANT}}
Heading: Medication Labels

Detinzine Hydrochloride
Tablet sald selaput 10 mg
SAMPHARINDO PERDANA
Semarang find onesta

Cetirizine Hydrochloride
Tablet salta telaput 10 mg
SAMPRARINDO PERDANA
Semarahol TM
"
8c2b7406-277e-4088-8c2c-faf031fe70ff,7f7d7f4b-3ec8-4a45-8ab4-43a45a2d492e,E,-,-,s3://beyond-reports-bucket-prod/7f7d7f4b-3ec8-4a45-8ab4-43a45a2d492e/207d66b0-35c1-4716-bbe8-f04513fad44b.jpg,E,,-
98409d98-94ef-4e13-9e68-41e4ecc8f803,3c1f0514-eccd-409c-9708-a546ea4bef98,E,Valid,Other,s3://beyond-reports-bucket-prod/3c1f0514-eccd-409c-9708-a546ea4bef98/63962867-aa12-4872-9687-36738b60afbe.jpg,E,"Warning When pregnancy is detected  Telmisartan
Telmisartan and Amlodipine Tablets IP
should be discontinued as soon as possible as it
can cause injury and even death to the developing
faetus  when used during second and third trimesters
TELMIKIND ® - AM
of pregnancy
SCHEDULE H PRESCRIPTION DRUG-CAUTION
(II)
Not to be sold by retail without the prescription of
Each uncoated bilayered tablet
a Registered Medical Practitioner
contains
Telmisartan IP
40 mg
DMF
Keep out of reach of children 
Amiddipine Besilate IP
Mfg. Lic. No. : M/743/2016
abutvalent to Amiodipine
5 mg
GRADE
Excipients
g.s.
AP!
M
Colopr/Femo Oxide Red USP-NF
directed by the Physician
Mankindill
Storage Store protected from light and
Manufactured in India by
8904103309379
projecture. at a temperature not exceeding 30°C.
MANKING PHARMA LTD.
Omportant Moisture sensitive table)
Donod Block  Bermiok Elaka  Dist. Nanchi Sikkim 737126
Do not remove from strip until immediately
Office : 208  Okhla Industrial Estate-3 
New/Delhi-110 020
9-Registered Trade Mark
TELMIKIND - AM
U
TELMIKIND - AM
544
Tablets IP
When pregnancy is deleuted Telmisartan
discontinued as spon as possible as it
when-used during SECORD and third Irinesters
injury and evan death the developing
NIKIDA
AN
","{{MEDICALLY_RELEVANT}}
Heading: Warning
When pregnancy is detected  Telmisartan and Amlodipine Tablets IP should be discontinued as soon as possible as it can cause injury and even death to the developing fetus  when used during second and third trimesters of pregnancy.

{{MEDICALLY_RELEVANT}}
Heading: Product Information
TELMIKIND ® - AM
SCHEDULE H PRESCRIPTION DRUG-CAUTION
(II)
Not to be sold by retail without the prescription of a Registered Medical Practitioner
Each uncoated bilayered tablet contains:
Telmisartan IP 40 mg
Amlodipine Besilate IP equivalent to Amlodipine 5 mg
Excipients q.s.
Colour/Ferric Oxide Red USP-NF
Manufactured in India by
MANKIND PHARMA LTD.
Donod Block  Bermiok Elaka  Dist. Namchi Sikkim 737126
Office : 208  Okhla Industrial Estate-3  New Delhi-110 020
Mfg. Lic. No. : M/743/2016
TELMIKIND - AM
Tablets IP

{{MEDICALLY_RELEVANT}}
Heading: Storage and Handling
Store protected from light and moisture at a temperature not exceeding 30°C.
Do not remove from strip until immediately directed by the Physician.
Important: Moisture sensitive table.
Keep out of reach of children.
"
98bfb1b3-4a01-4da2-9c64-0438584231bb,084d3b25-c924-4d57-a76d-bee3b2c9c880,E,Invalid,-,s3://beyond-reports-bucket-prod/084d3b25-c924-4d57-a76d-bee3b2c9c880/82692d94-036c-4d78-9b09-e7bc118ffd8d.jpg,E,"JULY 1
I'm acing Japanese
lessons with
a
99
%
accuracy!
o
WORDS I LEARNED
N
duolingo
","{{INVALID}}
"
9d09d387-50d6-4112-9d5c-c7806cfa2efc,641572dd-5f2f-427a-9cf5-73f300814e02,E,-,-,s3://beyond-reports-bucket-prod/641572dd-5f2f-427a-9cf5-73f300814e02/ff44e9eb-b060-4ac6-bcb2-bad631a35fca.jpg,E,,-
a367c6f3-7c9e-405d-8615-0e758e8cd078,7d592387-6300-4ce8-875d-c02204897780,E,Valid,Other,s3://beyond-reports-bucket-prod/7d592387-6300-4ce8-875d-c02204897780/b4f8771e-ddf7-40bf-846a-afc9445159ae.jpg,E,"Run agr 6mg
","{{PRESCRIPTION}}
Medication: Run agr
Dosage: 6mg
"
abf26535-5563-444b-9bb3-183053c70fe6,16f97fe3-aa0b-4be8-ad51-81f26e25eb9c,E,Valid,Other,s3://beyond-reports-bucket-prod/16f97fe3-aa0b-4be8-ad51-81f26e25eb9c/e83e9272-e17a-4407-b2f8-e363a7c26e33.jpg,E,"A
Itraconazole Capsules BP
Itrostred-100
select- 100
1x 10 Vegetarian Capsules
Leeford
Itrostred-100
","{{MEDICALLY_RELEVANT}}
Heading: Medicine or health product label
Itraconazole Capsules BP
Itrostred-100
select- 100
1x 10 Vegetarian Capsules
Leeford
Itrostred-100
"
af49b796-7630-4f0b-811c-d0b1a3054f10,50abb87d-3540-4d91-ac68-9d4ebd8ef2c9,E,Invalid,-,s3://beyond-reports-bucket-prod/50abb87d-3540-4d91-ac68-9d4ebd8ef2c9/51ed5c73-cb7d-43e1-a826-a37df221b642.jpg,E,"Happy Doctor's Pay.
When God wanted to hold our
hand  he created the Doctors!
Happy Doctor's Day
San
","{{INVALID}}
"
bb445024-2ff3-4cd0-bc80-c99ed1a908ed,604bfa13-7cbf-4e6d-90df-0d0d379df393,E,Valid,Other,s3://beyond-reports-bucket-prod/604bfa13-7cbf-4e6d-90df-0d0d379df393/b98c1540-7ccf-4ee9-9784-71736b0b531a.jpg,E,"Diethylamine  Oleum Lini Methyl Salicylate
& Menthol Gel
(Delvin') Gel
relation
Pain  Swelling and inflammation
10gm
","{{MEDICALLY_RELEVANT}}
Heading: Pain  Swelling and inflammation
The raw text provided appears to be a description of a topical gel product containing the following ingredients:
- Diethylamine
- Oleum Lini (Linseed Oil)
- Methyl Salicylate
- Menthol
This gel is indicated for the relief of pain  swelling  and inflammation  and the provided quantity is 10gm.
"
bc1698c5-f014-4c92-a117-bfd4fc91e7d0,084d3b25-c924-4d57-a76d-bee3b2c9c880,E,Invalid,-,s3://beyond-reports-bucket-prod/084d3b25-c924-4d57-a76d-bee3b2c9c880/54aeea2d-d91d-4014-aadf-a67abc6c8d54.jpg,E,"JULY 1
I'm acing Japanese
lessons with
O
99%
accuracy!
WORDS I LEARNED
zl
to
SL
LL
LZ
N
90
L
L5
50
To
duolingo
","{{INVALID}}
"
bdc8c4df-9de1-47de-be23-0472d8416a65,4358edba-39bb-449b-888c-e3806923e042,E,Invalid,-,s3://beyond-reports-bucket-prod/4358edba-39bb-449b-888c-e3806923e042/84a74dc5-02f4-4602-9e30-514e6c51afaf.jpg,E,"HAPPY
N A T I O N A L
DOCTOR'S
DAY
Q.
Kota clinic
","{{INVALID}}
"
bf8d1547-76a9-44b1-b196-d78858360693,89fb94f7-88ae-4e49-b2e5-00dd595a994e,E,Valid,Other,s3://beyond-reports-bucket-prod/89fb94f7-88ae-4e49-b2e5-00dd595a994e/3af82091-43c5-486d-af28-4b380b7de77f.jpg,E,"Berani Perkasa
Bersponsor
EROJAN
Tongkat Ali
Tribulus Terrestris
Meningkatkan kekuatan
Melancarkan
& daya tahan otot
sirkulasi darah
Maca
Cucusta Chinensis
Meningkatkan
Melindungi sel hati
tenaga
dari oksidasi
Butea Superba
Horny Goat Weed
Meningkatkan kekuatan
Menghilangkan kelelahan dan
dan kepadatan tulang
meningkatkan daya tahan tubuh
Semua bahan EROJAN alami ampuh
meningkatkan testosteron pria
PELAJARI SELENGKAPN 11/1
(T)
(is
#
DAN AMAN
DALAM
MENINGKATKAN
","{{MEDICALLY_RELEVANT}}
Heading: Medicine or health product label

The provided raw text appears to be a label or description for a health product or supplement. It mentions various natural ingredients like Tongkat Ali  Tribulus Terrestris  Maca  Cucusta Chinensis  Butea Superba  and Horny Goat Weed  which are claimed to have benefits such as increasing strength  muscle endurance  blood circulation  liver protection  bone density  and testosterone levels. The text also mentions that the product is ""Berani Perkasa"" (Brave and Powerful) and is ""EROJAN"" branded. Overall  this appears to be a medically relevant text describing the composition and claimed benefits of a health supplement product.
"
